,length,diameter,height,whole_weight,shucked_weight,viscera_weight,shell_weight,type
1589,0.285,0.225,0.07,0.1005,0.0425,0.0185,0.035,1
1590,0.37,0.28,0.09,0.233,0.0905,0.0545,0.07,3
1591,0.485,0.385,0.13,0.568,0.2505,0.178,0.154,1
1592,0.51,0.4,0.125,0.5935,0.239,0.13,0.204,1
1593,0.64,0.515,0.165,1.3115,0.4945,0.2555,0.41,2
1594,0.505,0.385,0.145,0.6775,0.236,0.179,0.2,3
1595,0.3,0.23,0.08,0.1275,0.0435,0.0265,0.04,1
1596,0.325,0.24,0.075,0.1525,0.072,0.0645,0.043,1
1597,0.595,0.45,0.15,1.114,0.5865,0.2205,0.25,3
1598,0.49,0.395,0.135,0.5545,0.213,0.0925,0.215,3
1599,0.385,0.255,0.1,0.3175,0.1369999999999999,0.068,0.092,1
1600,0.475,0.385,0.12,0.562,0.289,0.0905,0.153,1
1601,0.695,0.545,0.185,1.5715,0.6645,0.3835,0.4505,3
1602,0.25,0.18,0.06,0.073,0.0279999999999999,0.017,0.0225,1
1603,0.595,0.47,0.15,0.8915,0.359,0.2105,0.245,3
1604,0.375,0.28,0.08,0.226,0.105,0.047,0.065,1
1605,0.665,0.515,0.185,1.3405,0.5595,0.293,0.4375,3
1606,0.52,0.4,0.125,0.5589999999999999,0.254,0.139,0.149,1
1607,0.56,0.435,0.135,0.72,0.3289999999999999,0.103,0.251,3
1608,0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185,2
1609,0.515,0.39,0.13,0.5755,0.1975,0.13,0.1845,2
1610,0.65,0.525,0.175,1.4715,0.675,0.315,0.3989999999999999,3
1611,0.55,0.44,0.125,0.765,0.33,0.2125,0.245,2
1612,0.48,0.365,0.13,0.5305,0.2405,0.127,0.139,1
1613,0.7,0.55,0.195,1.6245,0.675,0.347,0.535,3
1614,0.485,0.345,0.16,0.8690000000000001,0.3085,0.185,0.319,2
1615,0.48,0.38,0.12,0.608,0.2705,0.1405,0.185,1
1616,0.51,0.4,0.145,0.5775,0.231,0.143,0.177,2
1617,0.605,0.465,0.165,1.056,0.4215,0.2475,0.34,3
1618,0.595,0.47,0.165,1.0155,0.491,0.1905,0.289,2
1619,0.465,0.36,0.12,0.4765,0.192,0.1125,0.16,2
1620,0.475,0.355,0.105,0.4679999999999999,0.201,0.1115,0.12,1
1621,0.595,0.47,0.155,1.2015,0.492,0.3865,0.265,2
1622,0.62,0.495,0.17,1.062,0.372,0.213,0.34,3
1623,0.545,0.41,0.14,0.7405,0.3565,0.1775,0.203,2
1624,0.595,0.5,0.165,1.06,0.402,0.28,0.275,3
1625,0.525,0.4,0.135,0.7140000000000001,0.318,0.138,0.208,2
1626,0.555,0.44,0.14,0.846,0.346,0.1715,0.2735,2
1627,0.375,0.27,0.135,0.597,0.272,0.131,0.1675,1
1628,0.42,0.31,0.1,0.2805,0.1125,0.0615,0.0925,1
1629,0.58,0.475,0.155,0.974,0.4305,0.23,0.285,2
1630,0.56,0.44,0.155,0.6405,0.336,0.1765,0.245,1
1631,0.54,0.42,0.14,0.6275,0.2505,0.1175,0.235,2
1632,0.575,0.455,0.135,0.907,0.4245,0.1969999999999999,0.26,2
1633,0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275,2
1634,0.605,0.495,0.17,1.2385,0.528,0.2465,0.39,3
1635,0.38,0.275,0.095,0.1375,0.086,0.0585,0.0605,1
1636,0.645,0.52,0.175,1.561,0.7090000000000001,0.3555,0.4,1
1637,0.655,0.505,0.165,1.27,0.6035,0.262,0.335,2
1638,0.65,0.49,0.155,1.122,0.545,0.228,0.3055,2
1639,0.48,0.355,0.115,0.4725,0.2065,0.1119999999999999,0.132,1
1640,0.575,0.435,0.135,0.992,0.432,0.2225,0.239,2
1641,0.65,0.52,0.15,1.238,0.5495,0.296,0.3305,2
1642,0.55,0.43,0.14,0.8105,0.368,0.161,0.275,2
1643,0.55,0.45,0.15,0.875,0.362,0.1755,0.2765,2
1644,0.61,0.49,0.17,1.137,0.4605,0.2825,0.344,3
1645,0.385,0.29,0.09,0.2319999999999999,0.0855,0.0495,0.08,1
1646,0.615,0.505,0.165,1.34,0.5315,0.2815,0.41,3
1647,0.725,0.56,0.21,2.141,0.65,0.3979999999999999,1.005,3
1648,0.625,0.49,0.165,1.127,0.477,0.2365,0.3185,2
1649,0.66,0.53,0.185,1.346,0.546,0.2705,0.476,3
1650,0.69,0.525,0.175,1.7005,0.8255,0.362,0.405,1
1651,0.575,0.445,0.17,0.8015,0.3475,0.1465,0.25,2
1652,0.645,0.515,0.175,1.6115,0.6745,0.384,0.385,3
1653,0.71,0.555,0.175,2.14,1.2455,0.3725,0.434,3
1654,0.435,0.325,0.11,0.367,0.1595,0.08,0.105,1
1655,0.52,0.425,0.125,0.79,0.372,0.205,0.19,1
1656,0.695,0.55,0.205,2.173,1.133,0.4665,0.496,2
1657,0.355,0.29,0.09,0.3275,0.134,0.086,0.09,2
1658,0.495,0.375,0.15,0.597,0.2615,0.135,0.178,3
1659,0.635,0.5,0.18,1.319,0.5485,0.292,0.49,3
1660,0.36,0.265,0.085,0.1895,0.0725,0.0515,0.055,1
1661,0.52,0.395,0.135,0.633,0.2985,0.1295,0.175,2
1662,0.435,0.395,0.105,0.3635,0.136,0.098,0.13,2
1663,0.495,0.38,0.145,0.515,0.175,0.098,0.212,3
1664,0.24,0.175,0.065,0.0665,0.031,0.0135,0.017,1
1665,0.25,0.19,0.06,0.0765,0.036,0.0115,0.0245,1
1666,0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345,3
1667,0.575,0.445,0.14,0.941,0.3845,0.252,0.285,2
1668,0.67,0.5,0.19,1.519,0.616,0.3879999999999999,0.415,2
1669,0.555,0.44,0.135,0.9025,0.3805,0.2105,0.28,3
1670,0.44,0.335,0.115,0.4215,0.173,0.0765,0.113,1
1671,0.575,0.45,0.135,0.807,0.3615,0.176,0.254,2
1672,0.7,0.525,0.19,1.6015,0.7070000000000001,0.365,0.43,2
1673,0.58,0.46,0.12,0.9935,0.4625,0.2385,0.28,3
1674,0.14,0.105,0.035,0.0139999999999999,0.0055,0.0025,0.004,1
1675,0.57,0.45,0.18,0.908,0.4015,0.217,0.255,2
1676,0.575,0.45,0.17,0.9315,0.358,0.2145,0.26,3
1677,0.46,0.365,0.115,0.511,0.2365,0.118,0.123,1
1678,0.645,0.49,0.19,1.3065,0.479,0.3565,0.345,3
1679,0.505,0.385,0.125,0.596,0.245,0.0969999999999999,0.21,2
1680,0.47,0.36,0.105,0.544,0.27,0.1395,0.129,1
1681,0.215,0.155,0.06,0.0525,0.021,0.0165,0.015,1
1682,0.58,0.435,0.15,0.8390000000000001,0.3485,0.207,0.192,1
1683,0.44,0.365,0.125,0.516,0.2155,0.114,0.155,2
1684,0.69,0.53,0.19,1.5955,0.6779999999999999,0.331,0.48,2
1685,0.465,0.36,0.105,0.498,0.214,0.1159999999999999,0.14,3
1686,0.58,0.445,0.125,0.7095,0.303,0.1405,0.235,2
1687,0.55,0.43,0.15,0.84,0.395,0.195,0.223,1
1688,0.4,0.3,0.125,0.417,0.191,0.09,0.1175,2
1689,0.64,0.585,0.195,1.6469999999999998,0.7225,0.331,0.471,3
1690,0.375,0.27,0.085,0.218,0.0945,0.039,0.07,1
1691,0.28,0.2,0.065,0.0895,0.036,0.0185,0.03,1
1692,0.655,0.52,0.175,1.472,0.6275,0.27,0.45,3
1693,0.36,0.275,0.075,0.2205,0.0985,0.044,0.066,1
1694,0.45,0.335,0.11,0.4195,0.181,0.085,0.1345,1
1695,0.49,0.39,0.14,0.7070000000000001,0.2795,0.2185,0.18,3
1696,0.425,0.325,0.11,0.405,0.1695,0.092,0.1065,1
1697,0.36,0.27,0.09,0.2319999999999999,0.12,0.0435,0.0559999999999999,1
1698,0.575,0.45,0.13,0.8145,0.4029999999999999,0.1715,0.213,2
1699,0.575,0.45,0.155,0.9765,0.495,0.2145,0.235,2
1700,0.61,0.43,0.14,0.909,0.4379999999999999,0.2,0.22,1
1701,0.435,0.34,0.12,0.396,0.1775,0.081,0.125,1
1702,0.325,0.25,0.08,0.176,0.0595,0.0355,0.063,1
1703,0.265,0.195,0.055,0.084,0.0365,0.0175,0.025,1
1704,0.405,0.285,0.09,0.2645,0.1265,0.0505,0.075,1
1705,0.49,0.39,0.135,0.5920000000000001,0.242,0.096,0.1835,3
1706,0.58,0.45,0.12,0.8685,0.418,0.1475,0.2605,1
1707,0.36,0.285,0.105,0.2415,0.0915,0.057,0.075,1
1708,0.67,0.52,0.19,1.6385,0.8115,0.369,0.391,2
1709,0.7,0.55,0.17,1.6840000000000002,0.7535,0.3265,0.32,3
1710,0.27,0.19,0.08,0.081,0.0265,0.0195,0.03,1
1711,0.585,0.435,0.14,0.6955,0.3085,0.129,0.2245,1
1712,0.625,0.49,0.155,1.115,0.484,0.2769999999999999,0.3095,2
1713,0.42,0.315,0.115,0.355,0.1895,0.065,0.087,1
1714,0.47,0.355,0.115,0.4155,0.1669999999999999,0.084,0.139,1
1715,0.51,0.405,0.125,0.6925,0.327,0.155,0.1805,1
1716,0.535,0.4,0.135,0.775,0.368,0.208,0.2055,1
1717,0.53,0.38,0.125,0.616,0.292,0.113,0.185,1
1718,0.435,0.325,0.1,0.342,0.1335,0.0835,0.105,1
1719,0.575,0.45,0.13,0.785,0.318,0.193,0.2265,2
1720,0.595,0.48,0.16,1.2095,0.5225,0.296,0.32,1
1721,0.525,0.415,0.16,0.6445,0.26,0.1575,0.22,3
1722,0.59,0.49,0.135,1.008,0.422,0.2245,0.285,3
1723,0.78,0.63,0.215,2.657,1.4880000000000002,0.4985,0.586,3
1724,0.52,0.4,0.14,0.622,0.278,0.1455,0.1689999999999999,1
1725,0.585,0.45,0.15,0.997,0.4055,0.283,0.251,3
1726,0.5,0.375,0.12,0.542,0.215,0.1159999999999999,0.17,2
1727,0.65,0.495,0.175,1.227,0.528,0.258,0.37,3
1728,0.485,0.375,0.11,0.4639999999999999,0.2015,0.09,0.149,1
1729,0.67,0.51,0.18,1.68,0.926,0.2975,0.3935,3
1730,0.655,0.515,0.2,1.494,0.7255,0.309,0.405,3
1731,0.74,0.605,0.2,2.4925,1.1455,0.575,0.5235,3
1732,0.59,0.47,0.145,0.974,0.4529999999999999,0.236,0.289,1
1733,0.51,0.455,0.135,0.6855,0.2875,0.154,0.2035,2
1734,0.63,0.49,0.17,1.217,0.5515,0.212,0.31,3
1735,0.705,0.53,0.17,1.564,0.612,0.3939999999999999,0.44,2
1736,0.54,0.415,0.145,0.74,0.2635,0.168,0.245,3
1737,0.6,0.45,0.145,0.877,0.4325,0.155,0.24,2
1738,0.56,0.44,0.13,0.7235,0.349,0.149,0.2,1
1739,0.615,0.48,0.165,1.1615,0.513,0.301,0.305,2
1740,0.27,0.195,0.065,0.1065,0.0475,0.0225,0.0285,1
1741,0.59,0.485,0.12,0.911,0.39,0.182,0.29,3
1742,0.475,0.365,0.12,0.5185,0.268,0.1095,0.1365,1
1743,0.515,0.395,0.12,0.6459999999999999,0.285,0.1365,0.172,2
1744,0.295,0.21,0.08,0.1,0.038,0.026,0.031,1
1745,0.61,0.475,0.15,0.9665,0.4145,0.2,0.345,2
1746,0.75,0.61,0.235,2.5085,1.232,0.519,0.612,3
1747,0.65,0.525,0.185,1.4880000000000002,0.665,0.337,0.3779999999999999,3
1748,0.62,0.485,0.155,1.0490000000000002,0.462,0.231,0.25,2
1749,0.525,0.39,0.12,0.664,0.3115,0.147,0.178,2
1750,0.565,0.415,0.125,0.667,0.302,0.1545,0.185,1
1751,0.34,0.275,0.09,0.2065,0.0725,0.043,0.07,2
1752,0.495,0.38,0.135,0.5095,0.2065,0.1165,0.165,1
1753,0.29,0.225,0.07,0.1009999999999999,0.036,0.0235,0.035,1
1754,0.575,0.46,0.165,1.065,0.4985,0.2145,0.2815,1
1755,0.555,0.435,0.145,0.9205,0.4039999999999999,0.2275,0.255,1
1756,0.58,0.455,0.17,0.9075,0.374,0.2135,0.285,3
1757,0.51,0.4,0.15,0.745,0.2865,0.1675,0.235,3
1758,0.605,0.515,0.17,1.289,0.6,0.2945,0.3315,2
1759,0.29,0.21,0.075,0.275,0.113,0.0675,0.035,1
1760,0.475,0.355,0.12,0.48,0.2339999999999999,0.1015,0.135,1
1761,0.66,0.5,0.165,1.1905,0.4585,0.298,0.37,3
1762,0.72,0.575,0.18,1.6705,0.732,0.3605,0.501,3
1763,0.775,0.57,0.22,2.032,0.735,0.4755,0.6585,3
1764,0.52,0.41,0.17,0.8705,0.3735,0.2189999999999999,0.25,3
1765,0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545,3
1766,0.61,0.45,0.15,0.871,0.407,0.1835,0.25,2
1767,0.475,0.37,0.11,0.4895,0.2185,0.107,0.146,1
1768,0.5,0.41,0.14,0.6615,0.2585,0.1625,0.196,2
1769,0.475,0.36,0.145,0.6325,0.2825,0.1369999999999999,0.19,1
1770,0.44,0.34,0.1,0.407,0.209,0.0735,0.103,1
1771,0.595,0.45,0.14,0.838,0.3965,0.1939999999999999,0.217,2
1772,0.61,0.485,0.16,1.0145,0.5315,0.212,0.2415,1
1773,0.68,0.55,0.175,1.798,0.815,0.3925,0.455,3
1774,0.51,0.395,0.13,0.6025,0.281,0.143,0.162,1
1775,0.495,0.375,0.115,0.507,0.241,0.103,0.15,1
1776,0.335,0.255,0.085,0.1785,0.071,0.0405,0.055,2
1777,0.495,0.4,0.135,0.61,0.272,0.1435,0.144,1
1778,0.63,0.485,0.175,1.3,0.4335,0.2945,0.46,3
1779,0.33,0.25,0.105,0.1715,0.0655,0.035,0.06,1
1780,0.815,0.65,0.25,2.255,0.8905,0.42,0.7975,3
1781,0.445,0.33,0.1,0.437,0.163,0.0755,0.17,3
1782,0.695,0.525,0.175,1.742,0.696,0.389,0.505,3
1783,0.54,0.415,0.135,0.7090000000000001,0.3195,0.174,0.185,2
1784,0.505,0.39,0.115,0.66,0.3045,0.1555,0.175,1
1785,0.435,0.345,0.115,0.418,0.222,0.0735,0.106,1
1786,0.535,0.45,0.135,0.8075,0.322,0.181,0.25,3
1787,0.495,0.395,0.125,0.5415,0.2375,0.1345,0.155,2
1788,0.33,0.245,0.085,0.171,0.0655,0.0365,0.055,3
1789,0.575,0.455,0.185,1.156,0.5525,0.243,0.295,3
1790,0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356,2
1791,0.47,0.35,0.115,0.487,0.1955,0.127,0.155,1
1792,0.615,0.475,0.155,1.004,0.4475,0.193,0.2895,2
1793,0.235,0.17,0.055,0.0515,0.018,0.0105,0.0195,1
1794,0.45,0.36,0.125,0.45,0.191,0.0865,0.145,3
1795,0.575,0.45,0.135,0.8715,0.45,0.162,0.225,2
1796,0.335,0.245,0.09,0.2015,0.096,0.0405,0.048,1
1797,0.415,0.305,0.1,0.325,0.156,0.0505,0.091,1
1798,0.63,0.505,0.175,1.221,0.555,0.252,0.34,3
1799,0.515,0.38,0.135,0.6615,0.2875,0.2095,0.155,2
1800,0.515,0.4,0.135,0.6965,0.32,0.1255,0.175,2
1801,0.36,0.265,0.085,0.1865,0.0675,0.037,0.0615,1
1802,0.62,0.47,0.14,0.8565,0.3595,0.16,0.295,2
1803,0.41,0.325,0.1,0.3245,0.132,0.072,0.106,1
1804,0.49,0.375,0.115,0.4615,0.204,0.0945,0.143,1
1805,0.335,0.25,0.08,0.1669999999999999,0.0675,0.0325,0.0575,1
1806,0.59,0.465,0.17,1.0425,0.4635,0.24,0.27,2
1807,0.475,0.36,0.11,0.4555,0.177,0.0965,0.145,2
1808,0.525,0.395,0.13,0.7635,0.3375,0.1425,0.225,1
1809,0.7,0.55,0.175,1.4405,0.6565,0.2985,0.375,3
1810,0.45,0.33,0.105,0.3715,0.1865,0.0785,0.0975,1
1811,0.305,0.225,0.09,0.1465,0.063,0.034,0.0415,1
1812,0.55,0.43,0.15,0.8745,0.413,0.1905,0.248,2
1813,0.385,0.295,0.085,0.2535,0.103,0.0575,0.085,1
1814,0.47,0.355,0.145,0.4485,0.156,0.102,0.123,1
1815,0.425,0.325,0.1,0.3295,0.1365,0.0725,0.11,1
1816,0.64,0.5,0.175,1.273,0.5065,0.2925,0.405,3
1817,0.455,0.35,0.105,0.401,0.1575,0.083,0.135,2
1818,0.66,0.525,0.215,1.786,0.6725,0.3615,0.4065,3
1819,0.59,0.45,0.16,0.9,0.358,0.156,0.315,3
1820,0.46,0.37,0.11,0.3965,0.1485,0.0855,0.1455,1
1821,0.62,0.49,0.15,1.195,0.4605,0.302,0.355,2
1822,0.385,0.28,0.1,0.2755,0.1305,0.061,0.0725,1
1823,0.52,0.4,0.13,0.5825,0.233,0.1365,0.18,2
1824,0.28,0.21,0.065,0.111,0.0425,0.0285,0.03,1
1825,0.53,0.395,0.125,0.6235,0.2975,0.108,0.195,3
1826,0.55,0.425,0.145,0.89,0.4325,0.171,0.236,2
1827,0.685,0.545,0.205,1.7925,0.8145,0.416,0.461,2
1828,0.575,0.465,0.12,1.0535,0.516,0.2185,0.235,2
1829,0.61,0.48,0.15,1.1495,0.564,0.2739999999999999,0.264,1
1830,0.73,0.585,0.225,2.2305,1.2395,0.422,0.563,3
1831,0.35,0.265,0.09,0.1775,0.0575,0.042,0.068,3
1832,0.545,0.41,0.145,0.873,0.3035,0.196,0.31,3
1833,0.63,0.49,0.15,1.1955,0.5845,0.257,0.3,2
1834,0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535,1
1835,0.715,0.525,0.2,1.89,0.95,0.436,0.4305,2
1836,0.58,0.455,0.195,1.859,0.945,0.426,0.441,2
1837,0.67,0.54,0.195,1.217,0.532,0.2735,0.3315,3
1838,0.425,0.33,0.13,0.4405,0.152,0.0935,0.155,2
1839,0.405,0.31,0.12,0.3095,0.138,0.0579999999999999,0.095,3
1840,0.625,0.505,0.175,1.131,0.5425,0.2265,0.3229999999999999,1
1841,0.35,0.25,0.07,0.18,0.0655,0.048,0.054,1
1842,0.61,0.475,0.17,1.0265,0.435,0.2335,0.3035,2
1843,0.555,0.45,0.175,0.8740000000000001,0.3275,0.2019999999999999,0.305,2
1844,0.67,0.545,0.175,1.707,0.6995,0.387,0.575,3
1845,0.375,0.28,0.08,0.2345,0.1125,0.0455,0.067,1
1846,0.55,0.47,0.15,0.9205,0.381,0.2435,0.2675,2
1847,0.615,0.525,0.155,1.0385,0.427,0.2315,0.345,3
1848,0.595,0.455,0.155,1.0605,0.5135,0.2165,0.3,3
1849,0.5,0.42,0.125,0.62,0.255,0.15,0.205,3
1850,0.37,0.275,0.1,0.22,0.094,0.045,0.065,1
1851,0.36,0.265,0.075,0.1845,0.083,0.0365,0.055,1
1852,0.63,0.475,0.155,1.0005,0.452,0.252,0.265,2
1853,0.56,0.43,0.13,0.728,0.3355,0.1435,0.2175,1
1854,0.61,0.49,0.16,1.1545,0.5865,0.2385,0.2915,3
1855,0.45,0.355,0.115,0.4385,0.184,0.108,0.1125,3
1856,0.61,0.47,0.175,1.214,0.5315,0.2835,0.325,2
1857,0.53,0.44,0.205,0.835,0.32,0.2175,0.245,3
1858,0.635,0.485,0.19,1.3765,0.634,0.2885,0.406,3
1859,0.31,0.235,0.09,0.127,0.048,0.031,0.04,1
1860,0.53,0.425,0.13,0.7585,0.325,0.1969999999999999,0.205,1
1861,0.635,0.51,0.175,1.2125,0.5735,0.261,0.36,3
1862,0.53,0.4,0.145,0.555,0.1935,0.1305,0.195,2
1863,0.605,0.5,0.185,1.1185,0.469,0.2585,0.335,2
1864,0.625,0.515,0.15,1.2415,0.5235,0.3065,0.36,3
1865,0.295,0.23,0.08,0.1625,0.065,0.05,0.0385,1
1866,0.36,0.27,0.085,0.2185,0.1065,0.038,0.062,1
1867,0.425,0.31,0.105,0.365,0.159,0.0825,0.105,1
1868,0.58,0.46,0.18,1.0515,0.4095,0.2595,0.276,1
1869,0.49,0.4,0.145,0.6635,0.21,0.1295,0.2515,3
1870,0.59,0.455,0.145,1.073,0.475,0.19,0.285,3
1871,0.52,0.405,0.14,0.5775,0.2,0.145,0.179,3
1872,0.515,0.4,0.17,0.7959999999999999,0.258,0.1755,0.28,3
1873,0.37,0.28,0.09,0.2565,0.1255,0.0645,0.0645,1
1874,0.535,0.42,0.13,0.8055,0.301,0.181,0.28,3
1875,0.6,0.46,0.15,1.247,0.5335,0.2735,0.29,2
1876,0.53,0.42,0.17,0.828,0.41,0.208,0.1505,1
1877,0.72,0.56,0.18,1.5865,0.691,0.375,0.4425,3
1878,0.455,0.345,0.125,0.44,0.1689999999999999,0.1065,0.135,3
1879,0.61,0.48,0.14,1.0625,0.516,0.225,0.2915,3
1880,0.65,0.495,0.16,1.2075,0.55,0.2695,0.32,2
1881,0.505,0.395,0.125,0.635,0.29,0.1555,0.175,2
1882,0.295,0.22,0.085,0.1285,0.0585,0.027,0.0365,1
1883,0.73,0.57,0.165,2.0165,1.0685,0.418,0.435,2
1884,0.61,0.47,0.155,1.0325,0.497,0.2175,0.2785,2
1885,0.47,0.36,0.135,0.501,0.1665,0.115,0.165,2
1886,0.37,0.29,0.1,0.25,0.1025,0.0505,0.085,2
1887,0.59,0.45,0.155,0.8740000000000001,0.369,0.2135,0.24,1
1888,0.575,0.46,0.16,1.103,0.5379999999999999,0.221,0.249,2
1889,0.315,0.23,0.09,0.1285,0.043,0.04,0.04,1
1890,0.605,0.485,0.15,1.238,0.6315,0.226,0.33,3
1891,0.58,0.445,0.15,0.9525,0.4315,0.1945,0.287,3
1892,0.425,0.335,0.1,0.4085,0.1755,0.092,0.135,2
1893,0.435,0.345,0.12,0.3215,0.13,0.0559999999999999,0.1185,1
1894,0.495,0.355,0.12,0.4965,0.214,0.1045,0.1495,1
1895,0.435,0.3,0.12,0.5965,0.259,0.139,0.1645,1
1896,0.485,0.37,0.13,0.4579999999999999,0.181,0.113,0.136,2
1897,0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315,1
1898,0.58,0.42,0.14,0.701,0.3285,0.102,0.2255,2
1899,0.52,0.395,0.125,0.6629999999999999,0.3005,0.131,0.1905,2
1900,0.585,0.45,0.16,1.077,0.4995,0.2875,0.25,2
1901,0.475,0.385,0.11,0.5735,0.311,0.1025,0.136,1
1902,0.46,0.36,0.14,0.447,0.161,0.087,0.16,2
1903,0.56,0.435,0.18,0.889,0.36,0.204,0.25,3
1904,0.605,0.475,0.155,1.161,0.5720000000000001,0.2455,0.275,2
1905,0.64,0.505,0.165,1.2235,0.5215,0.2695,0.36,2
1906,0.36,0.265,0.095,0.2315,0.105,0.046,0.075,1
1907,0.455,0.365,0.11,0.385,0.166,0.046,0.1345,3
1908,0.55,0.415,0.135,0.8145,0.427,0.1855,0.175,1
1909,0.41,0.325,0.12,0.3745,0.158,0.081,0.125,3
1910,0.4,0.305,0.13,0.2935,0.096,0.0675,0.105,2
1911,0.51,0.39,0.105,0.612,0.187,0.15,0.195,3
1912,0.53,0.42,0.135,0.675,0.294,0.156,0.1825,2
1913,0.45,0.36,0.11,0.447,0.203,0.0819999999999999,0.13,3
1914,0.62,0.49,0.16,1.056,0.493,0.244,0.2725,2
1915,0.62,0.48,0.16,1.0765,0.412,0.253,0.3,3
1916,0.48,0.37,0.13,0.5885,0.2475,0.1505,0.1595,3
1917,0.43,0.345,0.115,0.4295,0.212,0.108,0.109,1
1918,0.605,0.5,0.175,1.098,0.4765,0.2319999999999999,0.375,3
1919,0.52,0.38,0.135,0.5825,0.2505,0.1565,0.175,1
1920,0.6,0.48,0.09,1.05,0.457,0.2685,0.28,1
1921,0.535,0.455,0.14,1.0015,0.53,0.1765,0.244,2
1922,0.585,0.455,0.14,0.97,0.462,0.185,0.295,2
1923,0.575,0.465,0.15,1.08,0.595,0.2065,0.238,2
1924,0.53,0.415,0.175,0.7395,0.261,0.1395,0.2645,3
1925,0.375,0.29,0.1,0.276,0.1175,0.0565,0.085,2
1926,0.52,0.405,0.115,0.7759999999999999,0.32,0.1845,0.22,1
1927,0.56,0.41,0.165,0.93,0.3505,0.237,0.3,3
1928,0.385,0.285,0.085,0.244,0.1215,0.0445,0.068,1
1929,0.28,0.205,0.055,0.1135,0.045,0.0275,0.0335,1
1930,0.39,0.285,0.095,0.271,0.11,0.06,0.08,1
1931,0.475,0.375,0.15,0.5589999999999999,0.1955,0.1215,0.1945,3
1932,0.575,0.445,0.135,0.883,0.381,0.2035,0.26,3
1933,0.63,0.49,0.165,1.2005,0.575,0.273,0.294,2
1934,0.695,0.53,0.2,2.0475,0.75,0.4195,0.6095,3
1935,0.585,0.47,0.17,0.985,0.3695,0.2395,0.315,2
1936,0.63,0.51,0.185,1.235,0.5115,0.349,0.3065,3
1937,0.625,0.505,0.185,1.1565,0.52,0.2405,0.3535,2
1938,0.465,0.355,0.12,0.5805,0.255,0.0915,0.184,1
1939,0.6,0.465,0.2,1.259,0.6405,0.1985,0.357,2
1940,0.565,0.455,0.15,0.9595,0.4565,0.2395,0.23,2
1941,0.58,0.46,0.13,0.921,0.357,0.181,0.29,3
1942,0.63,0.495,0.145,1.147,0.5455,0.266,0.2885,2
1943,0.33,0.255,0.095,0.1875,0.0735,0.045,0.06,1
1944,0.425,0.34,0.105,0.389,0.2015,0.0905,0.088,1
1945,0.72,0.595,0.225,1.969,0.8045,0.423,0.66,3
1946,0.45,0.36,0.13,0.478,0.191,0.127,0.1369999999999999,1
1947,0.47,0.355,0.12,0.4915,0.1765,0.1125,0.1325,2
1948,0.64,0.525,0.175,1.382,0.6459999999999999,0.3115,0.37,2
1949,0.465,0.36,0.11,0.4955,0.2665,0.085,0.121,1
1950,0.555,0.44,0.155,1.016,0.4935,0.1855,0.263,2
1951,0.55,0.435,0.125,0.741,0.348,0.1585,0.206,2
1952,0.625,0.49,0.185,1.169,0.5275,0.2535,0.344,3
1953,0.445,0.35,0.115,0.3615,0.1565,0.0695,0.1169999999999999,1
1954,0.68,0.52,0.195,1.4535,0.5920000000000001,0.391,0.4125,2
1955,0.625,0.48,0.145,1.085,0.4645,0.2445,0.327,2
1956,0.725,0.56,0.185,1.7919999999999998,0.873,0.367,0.435,3
1957,0.52,0.395,0.145,0.77,0.424,0.142,0.1895,1
1958,0.54,0.42,0.14,0.805,0.369,0.1725,0.21,3
1959,0.6,0.46,0.145,0.9325,0.3985,0.2245,0.248,1
1960,0.665,0.54,0.175,1.347,0.4955,0.254,0.415,3
1961,0.42,0.3,0.105,0.316,0.1255,0.07,0.1035,1
1962,0.44,0.305,0.115,0.379,0.162,0.091,0.11,2
1963,0.5,0.37,0.115,0.5745,0.306,0.1119999999999999,0.141,1
1964,0.645,0.51,0.2,1.5675,0.621,0.367,0.46,3
1965,0.61,0.495,0.165,1.0835,0.4525,0.273,0.317,2
1966,0.53,0.405,0.15,0.8315,0.352,0.187,0.2525,2
1967,0.585,0.465,0.14,0.908,0.381,0.1615,0.315,3
1968,0.38,0.3,0.1,0.2505,0.106,0.0535,0.0775,1
1969,0.6,0.47,0.165,1.0590000000000002,0.504,0.241,0.275,2
1970,0.385,0.275,0.115,0.2685,0.0975,0.0825,0.085,1
1971,0.43,0.34,0.125,0.384,0.1375,0.061,0.146,3
1972,0.515,0.4,0.14,0.6335,0.288,0.145,0.168,2
1973,0.695,0.55,0.155,1.8495,0.767,0.442,0.4175,2
1974,0.63,0.49,0.155,1.2525,0.63,0.246,0.289,2
1975,0.495,0.385,0.125,0.585,0.2755,0.1235,0.165,1
1976,0.64,0.5,0.18,1.4995,0.593,0.314,0.431,3
1977,0.68,0.56,0.195,1.7775,0.861,0.322,0.415,3
1978,0.695,0.55,0.195,1.6645,0.727,0.36,0.445,3
1979,0.465,0.405,0.135,0.7775,0.436,0.1715,0.1455,2
1980,0.535,0.435,0.15,0.725,0.2689999999999999,0.1385,0.25,2
